para_nr,word,word_nr,response_true,response_chosen,correctness,first_duration,total_duration,gaze_duration,right_bounded_rt,go_pass_time,FPFix,FPReg
1,me,31," ""advantages""",advantages,1,497.0,497.0,0.0,0.0,0.0,0.0,0.0
1,"had,",32," ""advantages""",advantages,1,202.0,202.0,0.0,0.0,0.0,0.0,0.0
1,'just,33," ""advantages""",advantages,1,299.0,299.0,0.0,0.0,0.0,0.0,0.0
1,remember,34," ""advantages""",advantages,1,399.0,1499.0,399.0,1499.0,6787.0,1.0,1.0
1,that,35," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,all,36," ""advantages""",advantages,1,500.0,500.0,500.0,500.0,500.0,1.0,0.0
1,the,37," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,people,38," ""advantages""",advantages,1,1303.0,1303.0,1303.0,1303.0,1303.0,1.0,0.0
1,in,39," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,this,40," ""advantages""",advantages,1,505.0,505.0,505.0,505.0,505.0,1.0,0.0
1,world,41," ""advantages""",advantages,1,196.0,196.0,196.0,196.0,196.0,1.0,0.0
1,haven't,42," ""advantages""",advantages,1,603.0,603.0,603.0,603.0,603.0,1.0,0.0
1,had,43," ""advantages""",advantages,1,200.0,200.0,200.0,200.0,200.0,1.0,0.0
1,the,44," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,advantages,45," ""advantages""",advantages,1,601.0,601.0,601.0,601.0,601.0,1.0,0.0
1,that,46," ""advantages""",advantages,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,you've,47," ""advantages""",advantages,1,503.0,503.0,503.0,503.0,503.0,1.0,0.0
1,had.,48," ""advantages""",advantages,1,4195.0,4195.0,4195.0,4195.0,4195.0,1.0,0.0
2,Neighbours,0," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bring,1," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,food,2," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,with,3," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,death,4," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,and,5," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,flowers,6," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,with,7," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,sickness,8," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,and,9," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,little,10," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,things,11," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,in,12," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,between.,13," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Boo,14," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,was,15," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,our,16," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,neighbour.,17," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,He,18," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,gave,19," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,us,20," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,two,21," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,soap,22," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"dolls,",23," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,a,24," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,broken,25," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,watch,26," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,and,27," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"chain,",28," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,a,29," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,pair,30," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,of,31," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,good,32," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,luck,33," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,"pennies,",34," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,and,35," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,our,36," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,lives.,37," ""Boo""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,I,0," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,wanted,1," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,2," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,live,3," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,deep,4," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,5," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,suck,6," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,out,7," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,all,8," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,the,9," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,marrow,10," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,of,11," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"life,",12," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,13," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,live,14," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,so,15," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,sturdily,16," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,17," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Spartan-like,18," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,as,19," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,20," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,put,21," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,22," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,rout,23," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,all,24," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,that,25," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,was,26," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,not,27," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"life,",28," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,29," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,cut,30," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,a,31," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,broad,32," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,swath,33," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,34," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,shave,35," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"close,",36," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,37," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,drive,38," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,life,39," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,into,40," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,a,41," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"corner,",42," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,43," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,reduce,44," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,45," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,46," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,its,47," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,lowest,48," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"terms,",49," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"and,",50," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,if,51," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,52," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,proved,53," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,54," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,be,55," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"mean,",56," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,why,57," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,then,58," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,59," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,get,60," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,the,61," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,whole,62," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,63," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,genuine,64," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,meanness,65," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,of,66," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"it,",67," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,68," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,publish,69," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,its,70," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,meanness,71," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,72," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,the,73," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,world;,74," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,or,75," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,if,76," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,77," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,were,78," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"sublime,",79," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,80," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,know,81," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,82," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,by,83," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,"experience,",84," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,and,85," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,86," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,be,87," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,able,88," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,to,89," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,give,90," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,a,91," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,true,92," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,account,93," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,of,94," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,it,95," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,in,96," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,my,97," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,next,98," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,excursion.,99," ""account""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I,0," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,believe,1," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,in,2," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,the,3," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,flesh,4," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,5," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,the,6," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,appetites;,7," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"Seeing,",8," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"hearing,",9," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"feeling,",10," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,are,11," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"miracles,",12," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,13," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,each,14," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,part,15," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,16," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,tag,17," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,of,18," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,me,19," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,is,20," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,a,21," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,miracle.,22," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Divine,23," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,am,24," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I,25," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,inside,26," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,27," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"out,",28," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,29," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I,30," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,make,31," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,holy,32," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,whatever,33," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,I,34," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,touch,35," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,or,36," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,am,37," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,touch'd,38," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,from;,39," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,The,40," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,scent,41," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,of,42," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,these,43," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"arm-pits,",44," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,aroma,45," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,finer,46," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,than,47," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,prayer;,48," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,This,49," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,head,50," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,more,51," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,than,52," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"churches,",53," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,"bibles,",54," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,and,55," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,all,56," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,the,57," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,creeds.,58," ""armpits""",--,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
