experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
provo,2,real,1,5,the,Did Mrs. Darling notice the stars outside her window?,Yes,No,51
provo,2,real,1,5,smaller,Did Mrs. Darling notice the stars outside her window?,Yes,No,52
provo,2,real,1,5,ones,Did Mrs. Darling notice the stars outside her window?,Yes,No,53
provo,2,real,1,5,winked,Did Mrs. Darling notice the stars outside her window?,Yes,No,54
provo,2,real,1,5,at,Did Mrs. Darling notice the stars outside her window?,Yes,No,55
provo,2,real,1,5,her.,Did Mrs. Darling notice the stars outside her window?,Yes,No,56
provo,2,real,1,6,Seeing,Was Peter carrying a gun?,No,Yes,0
provo,2,real,1,6,Peter,Was Peter carrying a gun?,No,Yes,1
provo,2,real,1,6,slowly,Was Peter carrying a gun?,No,Yes,2
provo,2,real,1,6,advancing,Was Peter carrying a gun?,No,Yes,3
provo,2,real,1,6,upon,Was Peter carrying a gun?,No,Yes,4
provo,2,real,1,6,him,Was Peter carrying a gun?,No,Yes,5
provo,2,real,1,6,through,Was Peter carrying a gun?,No,Yes,6
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,7
provo,2,real,1,6,air,Was Peter carrying a gun?,No,Yes,8
provo,2,real,1,6,with,Was Peter carrying a gun?,No,Yes,9
provo,2,real,1,6,dagger,Was Peter carrying a gun?,No,Yes,10
provo,2,real,1,6,"poised,",Was Peter carrying a gun?,No,Yes,11
provo,2,real,1,6,he,Was Peter carrying a gun?,No,Yes,12
provo,2,real,1,6,sprang,Was Peter carrying a gun?,No,Yes,13
provo,2,real,1,6,upon,Was Peter carrying a gun?,No,Yes,14
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,15
provo,2,real,1,6,bulwarks,Was Peter carrying a gun?,No,Yes,16
provo,2,real,1,6,to,Was Peter carrying a gun?,No,Yes,17
provo,2,real,1,6,cast,Was Peter carrying a gun?,No,Yes,18
provo,2,real,1,6,himself,Was Peter carrying a gun?,No,Yes,19
provo,2,real,1,6,into,Was Peter carrying a gun?,No,Yes,20
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,21
provo,2,real,1,6,sea.,Was Peter carrying a gun?,No,Yes,22
provo,2,real,1,6,He,Was Peter carrying a gun?,No,Yes,23
provo,2,real,1,6,did,Was Peter carrying a gun?,No,Yes,24
provo,2,real,1,6,not,Was Peter carrying a gun?,No,Yes,25
provo,2,real,1,6,know,Was Peter carrying a gun?,No,Yes,26
provo,2,real,1,6,that,Was Peter carrying a gun?,No,Yes,27
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,28
provo,2,real,1,6,crocodile,Was Peter carrying a gun?,No,Yes,29
provo,2,real,1,6,was,Was Peter carrying a gun?,No,Yes,30
provo,2,real,1,6,waiting,Was Peter carrying a gun?,No,Yes,31
provo,2,real,1,6,for,Was Peter carrying a gun?,No,Yes,32
provo,2,real,1,6,him;,Was Peter carrying a gun?,No,Yes,33
provo,2,real,1,6,for,Was Peter carrying a gun?,No,Yes,34
provo,2,real,1,6,we,Was Peter carrying a gun?,No,Yes,35
provo,2,real,1,6,purposely,Was Peter carrying a gun?,No,Yes,36
provo,2,real,1,6,stopped,Was Peter carrying a gun?,No,Yes,37
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,38
provo,2,real,1,6,clock,Was Peter carrying a gun?,No,Yes,39
provo,2,real,1,6,that,Was Peter carrying a gun?,No,Yes,40
provo,2,real,1,6,this,Was Peter carrying a gun?,No,Yes,41
provo,2,real,1,6,knowledge,Was Peter carrying a gun?,No,Yes,42
provo,2,real,1,6,might,Was Peter carrying a gun?,No,Yes,43
provo,2,real,1,6,be,Was Peter carrying a gun?,No,Yes,44
provo,2,real,1,6,spared,Was Peter carrying a gun?,No,Yes,45
provo,2,real,1,6,him:,Was Peter carrying a gun?,No,Yes,46
provo,2,real,1,6,a,Was Peter carrying a gun?,No,Yes,47
provo,2,real,1,6,little,Was Peter carrying a gun?,No,Yes,48
provo,2,real,1,6,mark,Was Peter carrying a gun?,No,Yes,49
provo,2,real,1,6,of,Was Peter carrying a gun?,No,Yes,50
provo,2,real,1,6,respect,Was Peter carrying a gun?,No,Yes,51
provo,2,real,1,6,from,Was Peter carrying a gun?,No,Yes,52
provo,2,real,1,6,us,Was Peter carrying a gun?,No,Yes,53
provo,2,real,1,6,at,Was Peter carrying a gun?,No,Yes,54
provo,2,real,1,6,the,Was Peter carrying a gun?,No,Yes,55
provo,2,real,1,6,end.,Was Peter carrying a gun?,No,Yes,56
provo,2,real,1,7,Dorothy,Did Dorothy recognize any familiar landmark?,No,Yes,0
provo,2,real,1,7,didn't,Did Dorothy recognize any familiar landmark?,No,Yes,1
provo,2,real,1,7,know.,Did Dorothy recognize any familiar landmark?,No,Yes,2
provo,2,real,1,7,She,Did Dorothy recognize any familiar landmark?,No,Yes,3
provo,2,real,1,7,looked,Did Dorothy recognize any familiar landmark?,No,Yes,4
provo,2,real,1,7,around,Did Dorothy recognize any familiar landmark?,No,Yes,5
provo,2,real,1,7,her,Did Dorothy recognize any familiar landmark?,No,Yes,6
provo,2,real,1,7,anxiously,Did Dorothy recognize any familiar landmark?,No,Yes,7
provo,2,real,1,7,for,Did Dorothy recognize any familiar landmark?,No,Yes,8
provo,2,real,1,7,some,Did Dorothy recognize any familiar landmark?,No,Yes,9
provo,2,real,1,7,familiar,Did Dorothy recognize any familiar landmark?,No,Yes,10
provo,2,real,1,7,landmark;,Did Dorothy recognize any familiar landmark?,No,Yes,11
provo,2,real,1,7,but,Did Dorothy recognize any familiar landmark?,No,Yes,12
provo,2,real,1,7,everything,Did Dorothy recognize any familiar landmark?,No,Yes,13
provo,2,real,1,7,was,Did Dorothy recognize any familiar landmark?,No,Yes,14
provo,2,real,1,7,strange.,Did Dorothy recognize any familiar landmark?,No,Yes,15
provo,2,real,1,7,Between,Did Dorothy recognize any familiar landmark?,No,Yes,16
provo,2,real,1,7,the,Did Dorothy recognize any familiar landmark?,No,Yes,17
